"COMPANYNUMBER","EQUIPMENTNUMBER","DESC25A","DESC25B","DESC25C","SERIALNUMBER","MODELNO","EQUIPSTATCDE","DEPARTMENTNO","ITEMCLASS","JOBNUMBER","WHSE","MODELYR"
1,"47010","MARKSMAN","","","1M9BD1026BL516009","6600","5",32,420,"303970","OOS",2011
1,"47380","ULTRA DUMP","","","1U9FV122X7C771023","3000","5",52,420,"305970","",2007
1,"46770","ROGUE TRANSFER TRL","","","1R9DT37207K268378","8660","5",102,422,"310970","",2007
1,"44870","MILLERBILT","WTT500","","1M9BT08225L516806","1800","5",82,430,"308970","",2005
1,"44880","MILLERBILT","WTT500","","1M9BT08245L516807","1800","5",62,430,"306970","TUC",2005
1,"45090","MILLERBUILT TANK","","","1M9BT08226L516922","1800","5",42,430,"304970","",2006
1,"46930","MARKSMAN","WATER BUFFALO 500G","","1M9BT0828BL516076","1000","5",32,430,"303970","",2011
1,"46950","MARKSMAN","WATER BUFFALO","","1M9BT082XBL516077","1900","5",12,430,"301970","",2011
1,"47130","MARKSMAN","WATER BUFFALO","500G","1M9BT0826BL516142","1800","5",12,430,"301970","",2011
1,"40410","COZAD","60 TON","","1C9G42206E1167048","6000","5",62,440,"306970","",1984
1,"42020","TRAILKING","45FT","","1TKA04435CM123282","","5",42,440,"304970","",1982
1,"43220","T T PRO","VACUUM TRAILER","","1F9FS1023T1025309","","5",32,432,"303970","",1997
1,"43750","RING-O-MATIC","750 S. VACUUM","","1R9BB1421YP303159","","5",42,432,"304970","",2000
1,"43760","RING-O-MATIC","750 S. VACUUM","","1R9BB1426YP303190","","3",2,432,"300970","OOS",2000
1,"43830","RING-O-MATIC","550 JET VACUUM","","1R9BB1525XP303209","10000","7",2,432,"300970","OOS",1999
1,"43950","TRAILKING","","","1TKA04427LM087263","16220","5",52,440,"305970","",1990
1,"44130","PACIFIC TEK VAC","","","1J9BU14201S226158","2400","7",2,432,"300970","COR",2001
1,"44360","FLEMING","T512-7 1K GAL VAC","","1F9FS1228Y1025388","20000","7",2,432,"300970","OOS",2004
1,"44810","DITCH WITCH","T9B","","1DSB192K9517Z1831","11000","5",32,401,"303970","",2005
1,"44850","DITCH WITCH","TRENCHER TRAILER","","1DSB071A2517Z0441","","5",12,401,"301970","",2005
1,"44860","DITCH WITCH","TRENCHER T9B","","1DSB192K3517Z1842","11000","5",12,401,"301970","",2005
1,"45390","DITCH WITCH","FX 30","VAC 800G","1DSB202S681702097","8190","5",12,432,"301970","",2008
1,"45400","DITCH WITCH","FX 60","","1DSV183T771702159","5340","5",22,432,"302970","",2007
1,"46800","VAC TRAILER","FX60-1200 GAL","","1DSV183T481702301","5340","5",82,432,"308970","",2008
1,"46820","COZAD","60 TON","235/75R-17.5","1C9G44204L1167123","15000","5",2,440,"300970","",1990
1,"46850","VAC TRAILER","FX60 1200 GAL","","1DSV183T5A1702457","5350","5",52,432,"305970","TAHOE",2010
1,"46860","DITCH WITCH","T18S/FX30 800G","","1DSB202S391702138","10001","5",22,432,"302970","",2009
1,"46870","DITCH WITCH","FX60 T265","","1DSV183T571702161","11230","5",52,432,"305970","",2007
1,"46880","DITCH WITCH","FX60","","1DSV183TXB1702701","5340","5",82,432,"308970","",2010
1,"46890","DITCH WITCH","T265 FX60","","1DSV183T8A1702453","5340","5",52,432,"305970","TAHOE",2009
1,"46920","DITCH WITCH","T265 FX60","","1DSV183T1A1702455","2500","5",32,432,"303970","",2010
1,"47060","DITCH WITCH","VAC T18S/FX30","","1DSB202SXC1701754","10001","5",22,432,"302970","",2009
1,"47310","DITCH WITCH","T185/FX30 800G","","1DSB202SXB1702305","10001","5",52,432,"305970","",2011
1,"47320","DITCH WITCH","T265 FX60","","1DSV183T7A1702458","5350","5",102,432,"310970","",2010
1,"47330","DITCH WITCH","T265 FX60","","1DSV183T9A1702459","5340","5",32,432,"303970","",2010
1,"47340","DITCH WITCH","T265 FX60","","1DSV183T7B1702722","5340","5",32,432,"303970","",2011
1,"47460","DITCH WITCH","T265 FX60","","1DSV183T7C1702205","5340","5",32,432,"303970","",2011
1,"47470","DITCH WITCH","T265 FX60","","1DSV183T2C1702208","5340","5",32,432,"303970","",2011
1,"47500","DITCH WITCH","T265 FX60","","1DSV183TXB1702715","5340","5",32,432,"303970","OOS",2011
1,"47590","DITCH WITCH","T265 FX60","","1DSV183T6B1702713","5340","5",82,432,"308970","",2011
1,"47660","TRLEZE","TE80HTDD 48 DBL","","1DA72D7697C019066","10000","7",2,440,"300970","OOS",2007
1,"47670","TRAILEZE","TE70HT 48X102","","1DA72C7978C019296","10000","7",2,440,"300970","OOS",2007
1,"47730","DITCH WITCH","FX60 VAC","","1DSV183T1C1702202","5340","5",12,432,"301970","",2012
1,"51180","DITCH WITCH","FX60XL","","1DSV183T0317X4055","5340","5",12,432,"301970","",2003
1,"43300","CONTRAIL","JT2720","","4KNFC1922XL162661","7080","5",52,450,"305970","OOS",1999
1,"43510","TOWMASTER","T-40","40K#","4KNFT2324YL162466","9560","5",82,450,"308970","",2000
1,"44370","VERMEER","TLR35","","298","","2",12,401,"301970","",2003
1,"45280","DITCH WITCH","","","1DS0000A4K17F0333","480","5",52,401,"305970","",1990
1,"43870","SPECIAL CONSTRUCTION","CABLE DOLLEY","","CA901827","1100","5",52,460,"305970","",2001
1,"50730","Hogg-Davis Hog","","","1H9111316D1011096","1000","7",2,460,"300970","",1984
1,"42660","CONCRETE SAW TRAILER","","","PCT86P188","","5",32,470,"303970","",1994
1,"43290","TILT SAW TRAILER","","","DMVPS35323NV","6000","5",82,470,"308970","",1999
1,"46830","DITCH SAW TILT","WATER TANK","","6926","800","5",102,470,"310970","",1970
1,"47570","SMALL SAW TRAILER","","","CA1019729","1000","5",52,470,"305970","",2005
1,"47120","WILLIAMSON ZIPPER TRL","","","109FS06158U021436","","5",32,495,"303970","",2008
1,"51960","INGERSOLL RAND","185","","004107059","","7",2,500,"300970","",1998
1,"51980","KAESER","M57UT 210 CFM","","1094","","5",12,500,"301970","",2011
1,"51990","KAESER","M57UT 210 CFM","","1087","","5",12,500,"301970","",2011
1,"52000","KAESER","M57UT 210 CFM","","1093","","5",112,500,"311970","",2011
1,"52010","KAESER","M57UT 210 CFM","","1095","","5",102,500,"310970","",2011
1,"52310","CIASONS","TS-H1030HDC","","950165","","5",32,500,"303970","",0
1,"53910","INGERSOLL RAND","175CFM","","157884","","5",32,500,"303970","",1987
1,"53950","INGERSOLL RAND","175CFM","","139639U84953","","4",32,500,"303970","OOS",1984
1,"53970","INGERSOLL RAND","175CFM","","161756V87953","","5",2,500,"300970","",1987
1,"54010","MULTIQUIP","180CFM","","3510752","","2",12,500,"301970","",1989
1,"54060","MULTIQUIP","DPS-180SS","","1502413","","2",2,500,"300970","",1989
1,"54070","MULTIQUIP","180 CFM","","1502412","","5",32,500,"303970","",1989
1,"54150","MULTIQUIP","180 CFM","","150251","","5",2,500,"300970","",1990
1,"54160","MULTIQUIP","180 CFM","","1502527","","5",2,500,"300970","",0
1,"54200","MULTIQUIP","180CFM","","150241","","5",102,500,"310970","",1990
1,"54220","MULTIQUIP","180CFM","","1502411","","5",2,500,"300970","",1990
1,"54230","MULTIQUIP","185CFM","","277","","5",32,500,"303970","",1990
1,"54240","MULTIQUIP","185CFM","","","","5",32,500,"303970","",1990
1,"54290","INGERSOLL RAND","COMPRESSOR","","","","2",12,500,"301970","",1991
1,"54340","MULTIQUIP","","","1502492","","5",2,500,"300970","",1992
1,"54370","MULTIQUIP","DPS180SS","","1501496","","5",2,500,"300970","",1992
1,"54390","MULTIQUIP","185 CFM","","1502249","","2",2,500,"300970","",1992
1,"54440","SULLAIR","185","","004-96700-CHH","","5",2,500,"300970","",1992
1,"54460","SULLAIR","185","","004-94014-EHG","","2",12,500,"301970","",1992
1,"54470","JOY","175","","119476","","5",32,500,"303970","",1992
1,"54500","SULLAIR","185","","004-94936","","2",12,500,"301970","",1992
1,"54540","INGERSOLL RAND","175","","178042U89317","","5",32,500,"303970","",1989
1,"54550","INGERSOLL RAND","","","178043U89317","","5",32,500,"303970","",1989
1,"54560","SULLAIR","185","","004-89558-EHE","","5",2,500,"300970","",1992
1,"54570","SULLAIR","185 DPQ","","004-94670-HH","","2",12,500,"301970","",1982
1,"54600","INGERSOLL RAND","175CFM","","171567U88329","","5",82,510,"308970","",1988
1,"54610","SULLAIR","185DPQ2JD","","004-62099-BHJ","","5",2,500,"300970","",1982
1,"54640","INGERSOLL RAND","175","","1770183","","5",32,500,"303970","",1992
1,"54680","INGERSOLL RAND","","","168933U88329","","6",22,500,"302970","",1988
1,"54690","SULLAIR","185 150 DPQ JDD","","100799EHT","","5",2,500,"300970","",1993
1,"54700","SULLAIR","","","004-100080-CHI","","5",32,500,"303970","",1993
1,"54710","INGERSOLL RAND","175","","","","5",32,500,"303970","",1993
1,"54720","SULLAIR","","","004-100076-CHI","","5",32,500,"303970","",1993
1,"54750","SULLAIR","185","","004-104884","","5",32,500,"303970","",1993
1,"54760","SULLAIR","185","","004-104882","","5",2,500,"300970","",1993
1,"54790","SULLAIR","185","","004-104889","","5",32,500,"303970","",1993
1,"54820","SULLAIR","125","","004-77902","","5",32,500,"303970","",1980
1,"54830","SULLAIR","125","","004-77901","","5",32,500,"303970","",1980
1,"54850","SULLAIR","185","","004-104862","","2",12,500,"301970","",1993
1,"54860","SULLAIR","185","","004-104001","","5",2,500,"300970","",1993
1,"54870","SULLAIR","185","","004-103987","","2",32,500,"303970","OOS",1993
1,"54880","SULLAIR","185DPQ","","004-103986","","2",12,500,"301970","",1993
1,"54890","SULLAIR","185 DPQ","","004-107064","","2",12,500,"301970","",1993
1,"54900","SULLAIR","185","","004-116538","","5",2,500,"300970","",1993
1,"54920","AIRMAN","175CFM","","53-4012133","","5",32,500,"303970","",1994
1,"54930","AIRMAN","185 CFM","","53-4012339","","5",2,500,"300970","",1994
1,"54940","AIRMAN","175CFM","","53-4011895","","5",32,500,"303970","",1994
1,"54950","AIRMAN","175 CFM","","53-4011960","","5",32,500,"303970","",1994
1,"47770","CAROUSEL","3 INCH","","1C9C00004FP159028","660","5",22,416,"302970","",1985
1,"14690","CHEVROLET","SILVERADO","2500","1GC1KXC82EF133968","7272","5",82,140,"308970","",2014
1,"41220","PACIFIC","ENCLOSED","","CAL275840","3030","5",82,412,"308970","",1980
1,"55000","AIRMAN","175 CFM","","53-4012169","","5",32,500,"303970","",1994
1,"55020","AIRMAN","185 CFM","","53-4012408","","5",2,500,"300970","",1994
1,"55030","AIRMAN","185 CFM","","53-4012263","","2",32,500,"303970","",1994
1,"55050","AIRMAN","185 CFM","","53-4011835","","5",2,500,"300970","",1994
1,"55060","AIRMAN","185 CFM","","53-4012353","","5",2,500,"300970","",1994
1,"55070","AIRMAN","185 CFM","","53-4011974","","2",12,500,"301970","",1994
1,"55100","AIRMAN","PDS-185S","","53-4011949","","2",32,500,"303970","",1994
1,"55130","AIRMAN","PDS-185S","","6020799","","5",82,500,"308970","",1995
1,"55160","AIRMAN","PDS-185S","","6020798","","2",42,500,"304970","",1995
1,"55170","AIRMAN","PDS-185S","","536020790","","5",42,510,"304970","",1995
1,"55190","AIRMAN","PDS-185S","","53-6021046","","5",62,500,"306970","",1995
1,"55200","AIRMAN","PDS-185S","","53-6021050","","4",2,510,"300970","OOS",1995
1,"55230","AIRMAN","PDS-185S","","6021040","","5",92,510,"309970","",1996
1,"55240","AIRMAN","PDS-185S","","6021043","","4",2,510,"300970","OOS",1996
1,"55250","AIRMAN","PDS-185S","","6020791","","5",32,500,"303970","",1990
1,"55260","AIRMAN","PDS-185S","","53-6A10098","","5",42,510,"304970","",1996
1,"55270","AIRMAN","PDS-185S","","53-6A10101","","5",42,510,"304970","",1996
1,"55280","AIRMAN","PDS-185S","","53-6A10118","","7",32,500,"303970","SOLD",1996
1,"55290","INGERSOLL RAND","P175WJDU","","255748UDF315","","4",2,500,"300970","OOS",1996
1,"55320","INGERSOLL RAND","185","","193917U91328","","2",42,500,"304970","",1991
1,"55350","AIRMAN","PDS-185S","","53-6A10936","","5",102,500,"310970","",1999
1,"55390","AIRMAN","PDS-185S","","53-6A11243","","5",102,500,"310970","",1999
1,"55450","AIRMAN","PDS-185S","","53-6A11483","","2",42,500,"304970","",1999
1,"55460","AIRMAN","PDS185S","","53-6A11498","","4",2,510,"300970","OOS",1999
1,"55470","AIRMAN","PDS-185S","","53-6A11481","","5",42,510,"304970","",1999
1,"55480","AIRMAN","PDS-185S","","53-6A11499","","5",32,500,"303970","",2000
1,"55490","AIRMAN","PDS-185S","","53-6A11669","","2",2,500,"300970","",2000
1,"55500","AIRMAN","PDS-185S","","53-6A11682","","5",12,500,"301970","",2000
1,"55510","AIRMAN","PDS-185S","","53-6A11767","","5",42,510,"304970","",2000
1,"55520","AIRMAN","PDS-185S","","53-6A11770","","2",42,500,"304970","",2000
1,"55530","AIRMAN","PDS-185S","","53-6A11928","","5",2,500,"300970","OOS",2000
1,"55540","AIRMAN","PDS-185S","","53-6A11658","","5",42,500,"304970","",2000
1,"55550","AIRMAN","PDS-185S","","53-6A11927","","5",82,500,"308970","",2000
1,"55560","AIRMAN","PDS-185S","","53-6A11241","","5",2,500,"300970","",2000
1,"55570","AIRMAN","PDS-185S","","53-6A11166","","5",52,500,"305970","OOS",2000
1,"55580","AIRMAN","PDS-185S","","53-6A11160","","5",2,500,"300970","OOS",2000
1,"55600","AIRMAN","PDS-185S","","53-6A12049","","5",42,510,"304970","",2000
1,"55620","AIRMAN","PDS-185S","","53-6A11262","","2",2,500,"300970","OOS",2000
1,"55630","AIRMAN","PDS-185S","","53-6A12118","","7",2,500,"300970","SOLD",2000
1,"55640","AIRMAN","PDS-185S","","53-6A12238","","5",112,500,"311970","",2000
1,"55650","AIRMAN","PDS 185-S","","53-6A12126","","5",92,500,"309970","",2000
1,"55660","AIRMAN","PDS-185S","","53-6A12089","","5",112,500,"311970","",2001
1,"55670","AIRMAN","PDS-185S","","53-6A12570","","7",32,500,"303970","SOLD",2001
1,"55700","AIRMAN","PDS-185S","","53-6A12569","","2",2,500,"300970","OOS",2001
1,"55720","AIRMAN","PDS-185S","","53-6A10700","","5",52,500,"305970","",2001
1,"55730","AIRMAN","PDS-185S","","53-6A10741","","5",32,500,"303970","",2001
1,"55740","AIRMAN","PDS-185S","","53-6A10667","","5",2,500,"300970","OOS",2001
1,"55750","AIRMAN","PDS-185S","","53-6A10701","","5",32,500,"303970","OOS",2001
1,"55760","AIRMAN","PDS-185S","","53-6A10749","","5",22,500,"302970","",2001
1,"55770","AIRMAN","PDS-185S","","53-6A10844","","5",12,500,"301970","",2001
1,"55780","AIRMAN","PDS-185S","","53-6A10747","","5",32,500,"303970","",2001
1,"55790","AIRMAN","PDS-185S","","53-6A10752","","3",2,500,"300970","OOS",2001
1,"55800","Airman Pds-185-S","PDS-185","","53-6A10846","","5",42,500,"304970","",2001
1,"55810","AIRMAN","PDS-185S","","53-6A10849","","3",42,500,"304970","OOS",2001
1,"55820","AIRMAN","PDS-185S","","53-6A12521","","5",102,500,"310970","",2001
1,"55830","AIRMAN","PDS-185S","","53-6A10743","","2",32,500,"303970","OOS",2001
1,"55870","AIRMAN","PDS-185S","","53-6A12564","","5",32,500,"303970","",2001
1,"55880","AIRMAN","PDS-185S","","53-6A10739","","5",42,510,"304970","",2001
1,"55890","AIRMAN","PDS-185S","","53-6A12605","","5",82,500,"308970","",2001
1,"55900","AIRMAN","PDS-185S","","53-6A12563","","5",12,500,"301970","",2001
1,"55910","AIRMAN","PDS-185S","","53-6A12608","","5",82,500,"308970","",2001
1,"55920","AIRMAN","PDS-185S","","53-6A10748","","5",112,500,"311970","",1999
1,"55930","AIRMAN","PDS-185S","","53-6A12593","","5",102,500,"310970","",2001
1,"55940","AIRMAN","PDS-185S","","53-6A12575","","5",22,500,"302970","",2000
1,"55950","AIRMAN","PDS-185S","","53-6A12618","","5",102,500,"310970","",1999
1,"55960","AIRMAN","PDS-185S","","53-6A10948","","6",22,500,"302970","",1999
1,"55970","AIRMAN","PDS-185S","","B4-6B10227","","6",22,500,"302970","",2001
1,"55980","AIRMAN","PDS-185S","","B4-6B10262","","5",32,500,"303970","",2001
1,"55990","AIRMAN","PDS-185S","","B4-6B10266","","5",2,500,"300970","OOS",2002
1,"56000","AIRMAN","PDS-185S","","B4-6B10243","","5",52,500,"305970","",2002
1,"56010","AIRMAN","PDS-185S","","53-6A10820","","5",112,500,"311970","",2002
1,"56020","AIRMAN","PDS-185S","","53-6A12594","","2",2,500,"300970","OOS",2002
1,"56030","AIRMAN","PDS185-S","","B4-6B10230","","5",12,500,"301970","",2002
1,"56040","AIRMAN","PDS-185S","","53-6A11156","","5",42,510,"304970","",2002
1,"56050","AIRMAN","PDS-185S","","B4-6B10225","","3",32,500,"303970","OOS",2002
1,"56060","AIRMAN","PDS-185S","","B4-6B10264","","2",32,500,"303970","",2002
1,"56070","AIRMAN","PDS-185S","","53-6A10549","","5",32,500,"303970","",2001
1,"56080","AIRMAN","PDS-185S","","53-6A10843","","5",42,510,"304970","",2002
1,"56090","AIRMAN","PDS-185S","","B4-6B10260","","4",2,500,"300970","OOS",2002
1,"56100","AIRMAN","PDS-185S","","53-6A12283","","3",2,500,"300970","OOS",2001
1,"56110","AIRMAN","PDS-185S","","B4-6B10361","","5",62,510,"306970","",2002
1,"56130","AIRMAN","PDS-185S","","53-6A11193","","5",32,500,"303970","",2001
1,"56140","VANAIR","70 CFM","","30-63067","","2",2,500,"300970","",2002
1,"56170","AIRMAN","PDS-185S","","B4-6B10626","","2",32,500,"303970","OOS",2002
1,"56180","AIRMAN","PDS-185S","","B4-6B10561","","3",32,500,"303970","OOS",2002
1,"56190","AIRMAN","PDS-185S","","B4-6B10623","","5",32,510,"303970","",2002
1,"56200","AIRMAN","PDS-185S","","B4-6B10560","","5",42,500,"304970","",2002
1,"56210","AIRMAN","PDS-185S","","B4-6B10622","","5",42,510,"304970","",2002
1,"56220","AIRMAN","PDS-185S","","B4-6B10549","","5",102,500,"310970","",2002
1,"56230","AIRMAN","PDS-185S","","B4-6B10553","","5",82,500,"308970","",2002
1,"56250","AIRMAN","PDS-185S","","53-6A12285","","3",32,500,"303970","OOS",2001
1,"56260","AIRMAN","PDS-185S","","53-6A12286","","5",12,500,"301970","",2001
1,"56270","AIRMAN","PDS-185S","","B4-6B10552","","5",32,500,"303970","",2002
1,"56280","VANAIR","VIPER 70 CFM","","30-63310","","5",52,500,"305970","",2002
1,"56360","VANAIR","VIPER 70 CFM","","30-63325","","5",2,500,"300970","",2002
1,"56370","AIRMAN","PDS-185S","","B4-6B10563","","5",32,500,"303970","",2002
1,"56380","AIRMAN","PDS-185S","","B4-6B10550","","5",102,500,"310970","",2002
1,"56390","AIRMAN","PDS-185S","","B4-6B10554","","4",32,500,"303970","OOS",2002
1,"56400","AIRMAN","PDS-185S","","B4-6B10263","","4",2,500,"300970","OOS",2002
1,"56420","AIRMAN","PDS-185-6B1","","B4-6B10709","","5",42,500,"304970","",2003
1,"56430","AIRMAN","PDS-185S-6B1","","B4-6B10602","","5",2,500,"300970","",2003
1,"56440","AIRMAN","PDS-185-6B1","","B4-6B10904","","5",12,500,"301970","",2002
1,"56450","AIRMAN","PDS-185S   Tow behind ?","","B4-6B11087","","5",42,500,"304970","",2003
1,"56460","AIRMAN","PDS-185S","","53-6A12119","","5",2,500,"300970","",2001
1,"56480","AIRMAN","PDS-185S","","53-6A11657","","5",112,500,"311970","",2002
1,"56490","AIRMAN","PDS-185S","","53-6A11918","","5",22,500,"302970","",2002
1,"56500","AIRMAN","PDS-185S","","53-6A11664","","4",32,500,"303970","OOS",2000
1,"56510","INGERSOLL RAND","PDS-130S","","54-6A10111","","5",32,500,"303970","",2004
1,"56520","INGERSOLL RAND","PDS-130S","","54-6A10124","","2",32,500,"303970","OOS",2004
1,"56530","AIRMAN","PDS-185S","","53-6A12111","","3",32,500,"303970","OOS",2003
1,"56540","AIRMAN","PDS-185S","","53-6A12591","","2",2,500,"300970","OOS",2001
1,"56560","AIRMAN","PDS-185S","","53-6A12592","","4",2,500,"300970","OOS",2004
1,"56570","INGERSOLL RAND","PDS-185S","","53-6A11934","","5",102,500,"310970","",2004
1,"56580","AIRMAN","PDS185-S","","H7545560231","","5",2,510,"300970","OOS",2004
1,"56590","AIRMAN","PDS-185S","","53-6A12544","","5",22,500,"302970","",2004
1,"56600","AIRMAN","PDS-185S","","53-6A12088","","5",32,500,"303970","",2004
1,"56610","AIRMAN","PDS-185S","","B46B10283","","5",32,500,"303970","",2004
1,"41230","PACIFIC","ENCLOSED","","CAL238238","3060","5",42,412,"304970","",1980
1,"56630","AIRMAN","PDS-185S","","B46B41517","","5",22,500,"302970","",2005
1,"56640","AIRMAN","PDS-185S","","B46B41527","","5",42,510,"304970","",2005
1,"56650","AIRMAN","PDS-185S","","B46B10625","","5",22,500,"302970","",2005
1,"56660","AIRMAN","PDS-185S","","B4-6B41485","","5",2,500,"300970","OOS",2005
1,"56670","AIRMAN","PDS-185S","","B4-6B41742","","5",22,500,"302970","",2005
1,"56680","AIRMAN","PDS-185S","","B4-6B41750","","5",22,500,"302970","",2005
1,"56690","AIRMAN","PDS-185S","","B4-6B41980","","7",2,500,"300970","",2005
1,"56700","AIRMAN","PDS-185S","","B4-6B41975","","5",22,500,"302970","",2005
1,"56710","INGERSOLL RAND","185","","316872UJK231","","5",42,510,"304970","",2004
1,"56720","INGERSOLL RAND","185","","321302UDL231","","4",32,510,"303970","",2004
1,"56730","INGERSOLL RAND","185","","321303UDL231","","5",32,510,"303970","",2004
1,"56740","INGERSOLL RAND","185","","323408UGL231","","5",2,510,"300970","OOS",2004
1,"56750","INGERSOLL RAND","185","","321286UDL231","","5",2,510,"300970","OOS",2004
1,"56770","INGERSOLL RAND","185","","311746UDK221","","4",2,510,"300970","OOS",2004
1,"56780","INGERSOLL RAND","185","","3174274KK231","","5",62,510,"306970","",2004
1,"56800","INGERSOLL RAND","185","","323412UGL231","","7",32,500,"303970","SOLD",2005
1,"56810","INGERSOLL RAND","185","","32188UDL231","","5",32,500,"303970","",2005
1,"56820","INGERSOLL RAND","185","","314377UGK231","","5",42,510,"304970","",2004
1,"56840","INGERSOLL RAND","185","","321304UDL231","","3",2,500,"300970","OOS",2004
1,"56850","INGERSOLL RAND","185","","321283UDL231","","5",2,500,"300970","OOS",2004
1,"56860","AIRMAN","PDS-185S","","B4-6B41961","","5",32,500,"303970","",2005
1,"56870","AIRMAN","PDS-185S","","B4-6B41967","","5",12,500,"301970","",2005
1,"56880","AIRMAN","PDS-185S","","B4-6B42141","","5",32,500,"303970","",2005
1,"56890","AIRMAN","PDS-185S","","B4-6B42133","","4",2,500,"300970","OOS",2005
1,"56900","AIRMAN","PDS-185S","","B4-6B42146","","5",2,500,"300970","OOS",2006
1,"56910","AIRMAN","PDS-185S","","B4-6B42234","","5",2,500,"300970","OOS",2006
1,"56920","AIRMAN","PDS-185S","","B4-6B42331","","2",2,500,"300970","OOS",2006
1,"56930","AIRMAN","PDS-185S","","B4-6B42232","","5",12,500,"301970","",2006
1,"56940","AIRMAN","PDS-185S","","B4-9-6B41530","","5",102,500,"310970","",2004
1,"56960","AIRMAN","PDS-185S","","B4-6B42333","","5",32,500,"303970","",2006
1,"56970","AIRMAN","PDS-185S","","B4-6B42397","","5",102,500,"310970","",2006
1,"57030","AIRMAN","PDS-185S","","B4-6B40954","","5",2,500,"300970","OOS",2004
1,"57040","AIRMAN","PDS-185S","","B4-6B10206","","5",12,500,"301970","",2001
1,"57050","INGERSOLL RAND","185","","330946UGM231","","4",2,510,"300970","OOS",2002
1,"57060","INGERSOLL RAND","185","","4FVCABAA42U330946","","5",22,510,"302970","",2002
1,"57070","KAESER","210 CFM","","1145","","5",22,500,"302970","",2012
1,"57100","INGERSOLL RAND","185","","330951UGM231","","5",22,500,"302970","",0
1,"57120","MMD HONDA","70","","RX-3131-1205","","2",22,500,"300970","",2006
1,"57130","MMD","70 HONDA","","RX-3120-1205","","4",2,500,"300970","OOS",2006
1,"57140","MMD","70 HONDA","","RX-3124-1205","","2",22,500,"302970","",2006
1,"57150","MMD","70 HONDA","","RX-3116-1205","","2",82,500,"300970","",2006
1,"57160","AIRMAN","PDS-185S","","53-6A11656","","4",2,500,"300970","OOS",2000
1,"57170","AIRMAN","PDS-185S","","53-6A11921","","5",12,500,"301970","",2000
1,"57180","AIRMAN","PDS-185S","","53-6A11847","","5",32,500,"303970","",2000
1,"57190","AIRMAN","PDS-185S","","53-6A11700","","5",22,500,"302970","",2011
1,"57210","AIRMAN","PDS-185S","","B4-6B43707","","5",32,500,"303970","",2007
1,"57230","INGERSOLL RAND","","","331069UGM1221","","5",22,510,"302970","",2011
1,"57300","AIRMAN","PDS-185","","B46B41025","","4",32,500,"303970","OOS",2004
1,"57310","AIRMAN","PDS-185","","B46B41127","","5",52,500,"305970","",2005
1,"57320","AIRMAN","PDS 185","","B46B41122","","5",2,500,"300970","OOS",2005
1,"57330","AIRMAN","PDS-175S","","53-5B23183","","5",42,500,"304970","",2008
1,"57830","AIRMAN","PDS-185S","","53-6A12535","","2",2,500,"300970","",0
1,"57840","AIRMAN","185 CFM","","B4-5C20054","","5",102,500,"310970","",2010
1,"57850","AIRMAN","185 CFM","","B4-5C20057","","5",2,500,"300970","OOS",2010
1,"57860","AIRMAN","185 CFM","","B4-5C20069","","2",92,500,"309970","",2011
1,"57870","AIRMAN","185 CFM","","B4-5020079","","2",92,500,"309970","",2011
1,"57880","AIRMAN","185 CFM","","B4-5C20067","","5",22,500,"302970","",2011
1,"57890","AIRMAN","185 CFM","","B4-5C20078","","5",102,500,"310970","",2011
1,"57900","AIRMAN","185 CFM","","B4-5C20068","","5",102,500,"310970","",2011
1,"57910","AIRMAN","185 CFM","","B4-5C20074","","5",12,500,"301970","",2011
1,"57920","AIRMAN","185 CFM","","B4-5C20072","","3",32,500,"303970","OOS",2011
1,"57930","AIRMAN","185 CFM","","B4-5C20077","","5",102,500,"310970","",2011
1,"57940","AIRMAN","185 CFM","","B4-5C20071","","5",92,500,"301970","",2011
1,"57950","AIRMAN","185CFM","","B4-5C20076","","4",2,500,"300970","OOS",2011
1,"58050","CASE","AIR COMPRESSOR","","2967308059","","5",102,500,"310970","",0
1,"58060","AIR COMPRESSOR","","","2967308702","","5",2,500,"300970","",0
1,"58070","AIR COMPRESOR","","","2967308694","","5",2,500,"300970","",0
1,"58100","AIRMAN","PDS 185S","","B46C10989","","1",2,500,"300970","OOS",2011
1,"58110","AIRMAN","PDS185S","","B46B43446","","5",32,500,"303970","",2011
1,"58130","KAESER","M57UT 210 CFM","","1097","","7",2,500,"300970","SOLD",2011
1,"58140","KAESER","M57UT 210 CFM","","1098","","4",2,500,"300970","OOS",2011
1,"58150","KAESER","M57UT 210 CFM","","1099","","5",102,500,"310970","",2011
1,"58180","KAESER","M57UT 210CFM","","1106","","5",12,500,"301970","",2011
1,"58190","KAESER","M57UT 210CFM","","1107","","5",12,500,"301970","",2011
1,"58200","KOHLER","30 GALLON","","092111-0844","","5",12,500,"301970","",2011
1,"58210","KOHLER","30 GALLON","","092111-0845","","5",32,500,"303970","",2011
1,"58220","KOHLER","30 GALLON","","092111-0846","","5",12,500,"301970","",2011
1,"58230","KAESER","M57UT 210 CFM","","1109","","5",12,500,"301970","",2011
1,"58240","KAESER","M-57-UT 210 CFM","","1108","","5",42,500,"304970","",2011
1,"58250","KAESER","M57UT 210 CFM","","1110","","5",2,500,"300970","OOS",2011
1,"58260","KAESER","M57UT 210 CFM","","1111","","5",32,500,"303970","",2011
1,"58270","KAESER","M57UT 210 CFM","","1112","","5",32,500,"303970","",2011
1,"58280","KAESER","M57UT","CFM","1113","","5",12,500,"301970","",2011
